site,plotid,year,pre_post_fire,postTime,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes,project,species,slope
caples,18,2019,prefire,immediate,S,,,,,,No CWD on transect,,,28
caples,18,2019,prefire,immediate,W,,,,,,No CWD on transect,,,16
caples,19,2013-2018,prefire,,E,,,,,,"",,,6
caples,19,2013-2018,prefire,,N,,,,,,"",,,20
caples,19,2013-2018,prefire,,S,,,,,,"",,,28
caples,19,2013-2018,prefire,,W,,,,,,"",,,13
caples,2,2013-2018,prefire,,E,,,,,,"",,,14
caples,2,2013-2018,prefire,,N,45,24,19,3.2,2,"",,,8
caples,2,2013-2018,prefire,,S,,,,,,"",,,33
caples,2,2013-2018,prefire,,W,,,,,,"",,,5
caples,2,2019,prefire,immediate,E,,,,,,No CWD on transect,,,14
caples,2,2019,prefire,immediate,N,,,,,,No CWD on transect,,,8
caples,2,2019,prefire,immediate,S,,,,,,No CWD on transect,,,33
caples,2,2019,prefire,immediate,W,,,,,,No CWD on transect,,,5
caples,20,2013-2018,prefire,,E,32,42,21,10.3,2,"",,,20
caples,20,2013-2018,prefire,,N,20,45,9,7.9,2,"",,,2
caples,20,2013-2018,prefire,,S,25,14,4,2.8,2,"",,,5
caples,20,2013-2018,prefire,,W,,,,,,"",,,36
caples,20,2019,prefire,immediate,E,11.5,12,8,0.55,5,"",,,20
caples,20,2019,prefire,immediate,E,17,23,15,2.5,2,"",,,20
caples,20,2019,prefire,immediate,N,,,,,,No CWD on transect,,,2
caples,20,2019,prefire,immediate,S,19.5,20,4,0.8,3,"",,,5
caples,20,2019,prefire,immediate,W,,,,,,No CWD on transect,,,36
caples,21,2013-2018,prefire,,E,,,,,,"",,,8
caples,21,2013-2018,prefire,,N,,,,,,"",,,39
caples,21,2013-2018,prefire,,S,14,6,5,8.3,2,"",,,35
caples,21,2013-2018,prefire,,W,,,,,,"",,,15
caples,22,2013-2018,prefire,,E,,,,,,"",,,30
caples,22,2013-2018,prefire,,N,,,,,,"",,,31
caples,22,2013-2018,prefire,,S,,,,,,"",,,28
caples,22,2013-2018,prefire,,W,,,,,,"",,,12
caples,22,2019,prefire,immediate,E,,,,,,No CWD on transect,,,30
caples,22,2019,prefire,immediate,N,,,,,,No CWD on transect,,,31
caples,22,2019,prefire,immediate,S,,,,,,No CWD on transect,,,28
caples,22,2019,prefire,immediate,W,,,,,,No CWD on transect,,,12
caples,23,2013-2018,prefire,,E,12,16,3,6.4,2,"",,,3
caples,23,2013-2018,prefire,,E,8,16,3,1.4,3,"",,,3
caples,23,2013-2018,prefire,,N,,,,,,"",,,26
caples,23,2013-2018,prefire,,S,,,,,,"",,,26
caples,23,2013-2018,prefire,,W,22,31,25,3.6,3,"",,,9
caples,23,2019,prefire,immediate,E,,,,,,No CWD on transect,,,3
caples,23,2019,prefire,immediate,N,,,,,,No CWD on transect,,,26
caples,23,2019,prefire,immediate,S,,,,,,No CWD on transect,,,26
caples,23,2019,prefire,immediate,W,,,,,,No CWD on transect,,,9
caples,24,2013-2018,prefire,,E,26,30,3,6.5,2,"",,,25
caples,24,2013-2018,prefire,,E,70,119,3,26.2,4,"",,,25
caples,24,2013-2018,prefire,,N,,,,,,"",,,45
caples,24,2013-2018,prefire,,S,18,20,17,2.5,3,"",,,54
caples,24,2013-2018,prefire,,S,23,,3,1.8,3,"",,,54
caples,24,2013-2018,prefire,,W,26,29,22,3.6,3,"",,,10
caples,24,2019,prefire,immediate,E,40,40,28,4.4,4,Log on 2 pieces 7 .5 total for 2 peices.,,,25
caples,24,2019,prefire,immediate,N,,,,,,No CWD on transect,,,45
caples,24,2019,prefire,immediate,S,,,,,,No CWD on transect,,,54
caples,24,2019,prefire,immediate,W,,,,,,No CWD on transect,,,10
caples,24,2020,postfire,1yr,E,28,47,36,2.8,3,CADE27,,,
caples,24,2020,postfire,1yr,N,10,11,0,3.63,1,ABCO,,,
caples,24,2020,postfire,1yr,W,10,14,7,4.9,2,ABCO,,,
caples,24,2020,postfire,1yr,W,14.4,16,12,1.54,2,ABCO,,,
caples,25,2013-2018,prefire,,E,,,,,,"",,,10
caples,25,2013-2018,prefire,,N,,,,,,"",,,1
caples,25,2013-2018,prefire,,S,,,,,,"",,,12
caples,25,2013-2018,prefire,,W,,,,,,"",,,3
caples,26,2013-2018,prefire,,E,,,,,,"",,,110
caples,26,2013-2018,prefire,,N,,,,,,"",,,10
caples,26,2013-2018,prefire,,S,,,,,,"",,,23
caples,26,2013-2018,prefire,,W,,,,,,"",,,24
caples,26,2019,prefire,immediate,N,,,,,,No CWD on transect,,,10
caples,26,2019,prefire,immediate,S,,,,,,No CWD on transect,,,23
caples,26,2019,prefire,immediate,W,,,,,,No CWD on transect,,,24
caples,27,2013-2018,prefire,,E,,,,,,"",,,36
caples,27,2013-2018,prefire,,N,,,,,,"",,,35
caples,27,2013-2018,prefire,,S,,,,,,"",,,28
caples,27,2013-2018,prefire,,W,,,,,,"",,,47
caples,28,2013-2018,prefire,,E,,,,,,"",,,18
caples,28,2013-2018,prefire,,N,10,18,3,8.2,2,"",,,20
caples,28,2013-2018,prefire,,N,12,21,3,10.2,2,"",,,20
caples,28,2013-2018,prefire,,N,16,20,10,8.6,2,"",,,20
caples,28,2013-2018,prefire,,S,29,27,20,2.4,2,"",,,18
caples,28,2013-2018,prefire,,S,9,40,3,11.7,2,"",,,18
caples,28,2013-2018,prefire,,W,,,,,,"",,,12
caples,28,2019,prefire,immediate,E,,,,,,No CWD on transect,,,18
caples,28,2019,prefire,immediate,N,10.5,12,8,8.9,2,"Was recorded as 89, but must have been cm, not m.",,,20
caples,28,2019,prefire,immediate,S,,,,,,No CWD on transect,,,18
caples,28,2019,prefire,immediate,W,,,,,,No CWD on transect,,,12
caples,29,2013-2018,prefire,,E,32,30,11,4.2,3,"",,,1
caples,29,2013-2018,prefire,,N,16,17,14,2.1,2,"",,,15
caples,29,2013-2018,prefire,,N,23,39,4,12.2,4,"",,,15
caples,29,2013-2018,prefire,,S,,,,,,"",,,1
caples,29,2013-2018,prefire,,W,33,55,7,9,3,"",,,2
caples,29,2019,prefire,immediate,E,13,13,12,1.05,1,"",,,1
caples,29,2019,prefire,immediate,E,17,18,5,3.7,1,"",,,1
caples,29,2019,prefire,immediate,E,23,39,15,3.2,1,"",,,1
caples,29,2019,prefire,immediate,E,6,25,5,2.5,1,"",,,1
caples,29,2019,prefire,immediate,E,7,20,4,4,1,"",,,1
caples,29,2019,prefire,immediate,N,,,,,,No CWD on transect,,,15
caples,29,2019,prefire,immediate,S,,,,,,No CWD on transect,,,1
caples,29,2019,prefire,immediate,W,23,20,11,1.05,2,"",,,2
caples,3,2013-2018,prefire,,E,,,,,,"",,,12
caples,3,2013-2018,prefire,,N,,,,,,"",,,3
caples,3,2013-2018,prefire,,S,,,,,,"",,,17
caples,3,2013-2018,prefire,,W,65,99,34,20.3,2,"",,,8
caples,3,2019,prefire,immediate,E,,,,,,No CWD on transect,,,12
caples,3,2019,prefire,immediate,N,,,,,,No CWD on transect,,,3
caples,3,2019,prefire,immediate,S,,,,,,No CWD on transect,,,17
caples,3,2019,prefire,immediate,W,,,,,,No CWD on transect,,,8
caples,30,2013-2018,prefire,,E,,,,,,"",,,7
caples,30,2013-2018,prefire,,N,11,13,3,4.7,2,"",,,15
caples,30,2013-2018,prefire,,S,26,14,7,0.9,2,"",,,25
caples,30,2013-2018,prefire,,W,,,,,,"",,,3
caples,30,2019,prefire,immediate,E,16,37,7,6.4,3,"",,,7
caples,30,2019,prefire,immediate,N,,,,,,No CWD on transect,,,15
caples,30,2019,prefire,immediate,S,,,,,,No CWD on transect,,,25
caples,30,2019,prefire,immediate,W,,,,,,No CWD on transect,,,3
caples,31,2013-2018,prefire,,E,,,,,,"",,,1
caples,31,2013-2018,prefire,,N,,,,,,"",,,0
caples,31,2013-2018,prefire,,S,,,,,,"",,,1
caples,31,2013-2018,prefire,,W,,,,,,"",,,0
caples,32,2013-2018,prefire,,E,,,,,,"",,,1
caples,32,2013-2018,prefire,,N,10,9,3,3.7,2,"",,,10
caples,32,2013-2018,prefire,,N,14,17,13,8.4,3,"",,,10
caples,32,2013-2018,prefire,,N,16,20,3,1.9,3,"",,,10
caples,32,2013-2018,prefire,,S,,,,,,"",,,11
caples,32,2013-2018,prefire,,W,21,23,3,10.2,2,"",,,4
caples,32,2019,prefire,immediate,E,,,,,,No CWD on transect,,,1
caples,32,2019,prefire,immediate,N,,,,,,No CWD on transect,,,10
caples,32,2019,prefire,immediate,S,13,15,3,8,3,"",,,11
caples,32,2019,prefire,immediate,S,17,16,9,4.8,4,"",,,11
caples,32,2019,prefire,immediate,S,42,50,16,3.5,3,"",,,11
caples,32,2019,prefire,immediate,W,,,,,,No CWD on transect,,,4
caples,33,2013-2018,prefire,,E,12,16,4,7.2,2,"",,,7
caples,33,2013-2018,prefire,,E,14,21,3,10.3,2,"",,,7
caples,33,2013-2018,prefire,,E,16,25,10,11.2,2,"",,,7
caples,33,2013-2018,prefire,,E,18,18,9,6.3,2,"",,,7
caples,33,2013-2018,prefire,,N,11,10,8,7.4,2,"",,,5
caples,33,2013-2018,prefire,,N,8,9,3,2,2,"",,,5
caples,33,2013-2018,prefire,,S,18,44,4,3.3,2,"",,,4
caples,33,2013-2018,prefire,,S,9,9,3,2.8,2,"",,,4
caples,33,2013-2018,prefire,,W,12,90,3,20.1,2,"",,,4
caples,33,2013-2018,prefire,,W,18,31,3,5.2,2,"",,,4
caples,33,2019,prefire,immediate,E,,,,,,No CWD on transect,,,7
caples,33,2019,prefire,immediate,N,,,,,,No CWD on transect,,,5
caples,33,2019,prefire,immediate,S,13,15,3,8,3,"",,,4
caples,33,2019,prefire,immediate,W,,,,,,No CWD on transect,,,4
caples,33,2020,postfire,1yr,S,11.8,13,11,3.9,2,PICO,,,
caples,33,2020,postfire,1yr,S,14,16,2,9,1,CADE27,,,
caples,34,2013-2018,prefire,,E,,,,,,"",,,12
caples,34,2013-2018,prefire,,N,,,,,,"",,,15
caples,34,2013-2018,prefire,,S,,,,,,"",,,2
caples,34,2013-2018,prefire,,W,,,,,,"",,,26
caples,34,2019,prefire,immediate,E,10,10,2,3.2,2,"",,,12
caples,34,2019,prefire,immediate,N,,,,,,No CWD on transect,,,15
caples,34,2019,prefire,immediate,S,,,,,,No CWD on transect,,,2
caples,34,2019,prefire,immediate,W,,,,,,No CWD on transect,,,26
caples,35,2013-2018,prefire,,E,,,,,,"",,,17
caples,35,2013-2018,prefire,,N,,,,,,"",,,18
caples,35,2013-2018,prefire,,S,,,,,,"",,,33
caples,35,2013-2018,prefire,,W,19,12,5,3.2,2,"",,,18
caples,35,2019,prefire,immediate,E,,,,,,No CWD on transect,,,17
caples,35,2019,prefire,immediate,N,,,,,,No CWD on transect,,,18
caples,35,2019,prefire,immediate,S,,,,,,No CWD on transect,,,33
caples,35,2019,prefire,immediate,W,,,,,,No CWD on transect,,,18
caples,36,2013-2018,prefire,,E,,,,,,"",,,1
caples,36,2013-2018,prefire,,N,,,,,,"",,,2
caples,36,2013-2018,prefire,,S,31,58,9,30.7,2,"",,,6
caples,36,2013-2018,prefire,,W,,,,,,"",,,1
caples,36,2019,prefire,immediate,E,,,,,,No CWD on transect,,,1
caples,36,2019,prefire,immediate,N,,,,,,No CWD on transect,,,2
caples,36,2019,prefire,immediate,S,,,,,,No CWD on transect,,,6
caples,36,2019,prefire,immediate,W,17,28,8,13,4,"",,,1
caples,36,2020,postfire,1yr,S,30,2622,22,45.6,2,UNKNCONIFER,,,
caples,36,2020,postfire,1yr,W,16.5,24,3,9.4,2,UNKNCONIFER,,,
caples,37,2013-2018,prefire,,E,,,,,,"",,,11
caples,37,2013-2018,prefire,,N,15,16,3,4.7,2,"",,,29
caples,37,2013-2018,prefire,,S,32,,,,5,"",,,16
caples,37,2013-2018,prefire,,W,10,15,7,2.1,2,"",,,16
caples,37,2013-2018,prefire,,W,9,5,3,4.4,2,"",,,16
caples,37,2019,prefire,immediate,E,13,10,17,2.2,3,"",,,11
caples,37,2019,prefire,immediate,E,22.5,23,14,2.9,4,"",,,11
caples,37,2019,prefire,immediate,N,,,,,,No CWD on transect,,,29
caples,37,2019,prefire,immediate,S,,,,,,No CWD on transect,,,16
caples,37,2019,prefire,immediate,W,9,13,6,3.8,3,"",,,16
caples,37,2020,postfire,1yr,E,22,60,13,2.8,2,PIJE,,,
caples,38,2013-2018,prefire,,E,,,,,,"",,,2
caples,38,2013-2018,prefire,,N,,,,,,"",,,4
caples,38,2013-2018,prefire,,S,,,,,,"",,,5
caples,38,2013-2018,prefire,,W,,,,,,"",,,2
caples,39,2013-2018,prefire,,E,97,107,92,2.2,2,"",,,9
caples,39,2013-2018,prefire,,N,63,60,50,1.6,2,"",,,16
caples,39,2013-2018,prefire,,S,44,21,17,2.6,2,"",,,16
caples,39,2013-2018,prefire,,W,,,,,,"",,,11
caples,4,2013-2018,prefire,,E,10,14,6,1.7,2,"",,,2
caples,4,2013-2018,prefire,,E,10,20,4,2.8,2,"",,,2
caples,4,2013-2018,prefire,,E,12,8,3,0.85,3,"",,,2
caples,4,2013-2018,prefire,,E,38,40,12,8.4,3,"",,,2
caples,4,2013-2018,prefire,,E,56,58,41,3.3,4,"",,,2
caples,4,2013-2018,prefire,,N,42,45,35,1.3,3,"",,,15
caples,4,2013-2018,prefire,,N,60,62,50,1.6,3,"",,,15
caples,4,2013-2018,prefire,,S,20,118,3,6.8,1,"",,,15
caples,4,2013-2018,prefire,,S,22,24,18,1.7,3,"",,,15
caples,4,2013-2018,prefire,,S,40,45,25,1.8,4,"",,,15
caples,4,2013-2018,prefire,,W,18,23,3,6.3,1,"",,,1
caples,4,2013-2018,prefire,,W,22,24,3,9,2,"",,,1
caples,4,2019,prefire,immediate,E,,,,,,No CWD on transect,,,2
caples,4,2019,prefire,immediate,N,,,,,,No CWD on transect,,,15
caples,4,2019,prefire,immediate,S,11,12,8,11.7,2,South transect in meadow,,,15
caples,4,2019,prefire,immediate,S,12,166,12,5.6,1,South transect in meadow,,,15
caples,4,2019,prefire,immediate,W,,,,,,No CWD on transect,,,1
caples,40,2013-2018,prefire,,E,17,26,3,5.2,2,"",,,10
caples,40,2013-2018,prefire,,E,9,8,3,2.9,2,"",,,10
caples,40,2013-2018,prefire,,N,17,29,3,7.3,2,"",,,18
caples,40,2013-2018,prefire,,N,17,46,3,11.1,2,"",,,18
caples,40,2013-2018,prefire,,N,18,15,3,3.8,2,"",,,18
caples,40,2013-2018,prefire,,N,21,46,6,11.5,2,"",,,18
caples,40,2013-2018,prefire,,N,26,31,5,6.5,2,"",,,18
caples,40,2013-2018,prefire,,S,,,,,,"",,,12
caples,40,2013-2018,prefire,,W,12,20,3,4.1,2,"",,,6
caples,40,2013-2018,prefire,,W,29,34,5,9.8,2,"",,,6
caples,40,2020,postfire,1yr,E,19,22,1,5.2,2,ABMA,,,
caples,40,2020,postfire,1yr,N,14,23,4,5.9,3,ABMA,,,
caples,40,2020,postfire,1yr,N,20,60,9,9.1,3,ABMA,,,
caples,40,2020,postfire,1yr,N,43,60,7,11.3,3,ABMA,,,
caples,40,2020,postfire,1yr,W,14,18,1,4.1,2,ABMA,,,
caples,40,2020,postfire,1yr,W,20,27,6,4.56,3,ABMA,,,
caples,41,2013-2018,prefire,,E,,,,,,"",,,16
caples,41,2013-2018,prefire,,N,,,,,,"",,,23
caples,41,2013-2018,prefire,,S,,,,,,"",,,25
caples,41,2013-2018,prefire,,W,,,,,,"",,,15
caples,42,2013-2018,prefire,,E,,,,,,"",,,3
caples,42,2013-2018,prefire,,N,,,,,,"",,,19
caples,42,2013-2018,prefire,,S,12,17,5,1.7,2,"",,,3
caples,42,2013-2018,prefire,,S,20,19,3,2.2,3,"",,,3
caples,42,2013-2018,prefire,,W,,,,,,"",,,7
caples,43,2013-2018,prefire,,E,13,19,3,4.5,2,"",,,0
caples,43,2013-2018,prefire,,N,,,,,,"",,,16
caples,43,2013-2018,prefire,,S,,,,,,"",,,23
caples,43,2013-2018,prefire,,W,,,,,,"",,,4
caples,44,2013-2018,prefire,,E,,,,,,"",,,0
caples,44,2013-2018,prefire,,N,,,,,,"",,,16
caples,44,2013-2018,prefire,,S,,,,,,"",,,42
caples,44,2013-2018,prefire,,W,,,,,,"",,,4
caples,45,2013-2018,prefire,,E,12,19,15,6.1,4,"",,,21
caples,45,2013-2018,prefire,,N,19,26,3,4.3,2,"",,,0
caples,45,2013-2018,prefire,,N,38,70,29,22.6,3,"",,,0
caples,45,2013-2018,prefire,,S,14,10,3,3.8,2,"",,,2
caples,45,2013-2018,prefire,,W,,,,,,"",,,18
caples,46,2013-2018,prefire,,E,17,30,3,22.6,2,"",,,2
caples,46,2013-2018,prefire,,N,10,28,9,11.8,2,"",,,1
caples,46,2013-2018,prefire,,S,24,32,5,13,2,"",,,0
caples,46,2013-2018,prefire,,S,27,28,3,15,2,"",,,0
caples,46,2013-2018,prefire,,W,12,34,3,14.6,2,"",,,1
caples,46,2013-2018,prefire,,W,22,34,3,14.6,2,"",,,1
caples,46,2013-2018,prefire,,W,25,45,12,12.3,2,"",,,1
caples,46,2013-2018,prefire,,W,27,43,18,10.5,2,"",,,1
caples,46,2013-2018,prefire,,W,7,10,6,1.5,2,"",,,1
caples,47,2013-2018,prefire,,E,,,,,,"",,,1
caples,47,2013-2018,prefire,,N,,,,,,"",,,2
caples,47,2013-2018,prefire,,S,,,,,,"",,,2
caples,47,2013-2018,prefire,,W,10,9,3,2.7,2,"",,,0
caples,47,2013-2018,prefire,,W,18,5,3,8.2,2,"",,,0
caples,48,2013-2018,prefire,,E,,,,,,"",,,23
caples,48,2013-2018,prefire,,N,,,,,,"",,,11
caples,48,2013-2018,prefire,,S,,,,,,"",,,13
caples,48,2013-2018,prefire,,W,,,,,,"",,,53
caples,49,2013-2018,prefire,,E,16,24,10,6.4,2,"",,,0
caples,49,2013-2018,prefire,,E,31,14,5,2.4,2,"",,,0
caples,49,2013-2018,prefire,,E,35,,,,5,"",,,0
caples,49,2013-2018,prefire,,N,18,30,3,6.2,3,"",,,30
caples,49,2013-2018,prefire,,S,60,,,,5,"",,,7
caples,49,2013-2018,prefire,,W,,,,,,"",,,3
caples,5,2013-2018,prefire,,E,8,19,3,6.3,2,"",,,5
caples,5,2013-2018,prefire,,N,13,15,3,5.3,4,"",,,5
caples,5,2013-2018,prefire,,S,13,22,3,4.5,2,"",,,5
caples,5,2013-2018,prefire,,S,8,13,3,5.2,2,"",,,5
caples,5,2013-2018,prefire,,W,10,15,3,6.4,2,"",,,5
caples,5,2013-2018,prefire,,W,10,6,3,10,2,"",,,5
caples,5,2013-2018,prefire,,W,13,15,6,4,3,"",,,5
caples,5,2013-2018,prefire,,W,8,12,3,8.3,2,"",,,5
caples,5,2013-2018,prefire,,W,8,13,3,5.2,2,"",,,5
caples,5,2019,prefire,immediate,E,,,,,,No CWD on transect,,,5
caples,5,2019,prefire,immediate,N,46.5,53,38,13.5,1,"",,,5
caples,5,2019,prefire,immediate,S,,,,,,No CWD on transect,,,5
caples,5,2019,prefire,immediate,W,12.5,15,11,3.3,1,"",,,5
caples,5,2020,postfire,1yr,N,11,10,6,1.5,3,PIJE,,,
caples,5,2020,postfire,1yr,N,38,51,32,13.1,1,PIJE,,,
caples,5,2020,postfire,1yr,N,9,17,7,9.3,1,CADE27,,,
caples,5,2020,postfire,1yr,W,33,36,33,2.1,1,PIJE,,,
caples,50,2013-2018,prefire,,E,,,,,,"",,,15
caples,50,2013-2018,prefire,,N,,,,,,"",,,17
caples,50,2013-2018,prefire,,S,,,,,,"",,,13
caples,50,2013-2018,prefire,,W,29,45,3,4.9,3,"",,,6
caples,50,2013-2018,prefire,,W,64,64,12,6.7,4,"",,,6
caples,51,2013-2018,prefire,,E,,,,,,"",,,18
caples,51,2013-2018,prefire,,N,,,,,,"",,,32
caples,51,2013-2018,prefire,,S,,,,,,"",,,36
caples,51,2013-2018,prefire,,W,,,,,,"",,,22
caples,52,2013-2018,prefire,,E,25,,,,5,"",,,5
caples,52,2013-2018,prefire,,N,,,,,,"",,,11
caples,52,2013-2018,prefire,,S,,,,,,"",,,4
caples,52,2013-2018,prefire,,W,,,,,,"",,,5
caples,53,2013-2018,prefire,,E,,,,,,"",,,15
caples,53,2013-2018,prefire,,N,,,,,,"",,,15
caples,53,2013-2018,prefire,,S,,,,,,"",,,8
caples,53,2013-2018,prefire,,W,,,,,,"",,,0
caples,54,2013-2018,prefire,,E,,,,,,"",,,2
caples,54,2013-2018,prefire,,N,,,,,,"",,,29
caples,54,2013-2018,prefire,,S,100,170,17,24.8,2,"",,,22
caples,54,2013-2018,prefire,,W,,,,,,"",,,1
caples,55,2013-2018,prefire,,E,,,,,,"",,,9
caples,55,2013-2018,prefire,,N,,,,,,"",,,19
caples,55,2013-2018,prefire,,S,,,,,,"",,,19
caples,55,2013-2018,prefire,,W,,,,,,"",,,5
caples,56,2013-2018,prefire,,E,,,,,,"",,,12
caples,56,2013-2018,prefire,,N,17,33,3,12.4,3,"",,,14
caples,56,2013-2018,prefire,,S,,,,,,"",,,10
caples,56,2013-2018,prefire,,W,13,17,5,0.43,3,"",,,5
caples,56,2013-2018,prefire,,W,14,4,3,2.5,2,"",,,5
caples,57,2013-2018,prefire,,E,,,,,,"",,,3
caples,57,2013-2018,prefire,,N,,,,,,"",,,14
caples,57,2013-2018,prefire,,S,16,16,7,0.72,2,"",,,20
caples,57,2013-2018,prefire,,W,,,,,,"",,,1
caples,58,2013-2018,prefire,,E,10,8,3,1.48,3,"",,,7
caples,58,2013-2018,prefire,,E,18,18,9,1.98,3,"",,,7
caples,58,2013-2018,prefire,,E,,,,,,"",,,7
caples,58,2013-2018,prefire,,N,11,8,22,2.7,3,"",,,8
caples,58,2013-2018,prefire,,N,,,,,,"",,,8
caples,58,2013-2018,prefire,,S,70,,,16.1,5,"",,,5
caples,58,2013-2018,prefire,,S,,,,,,"",,,5
caples,58,2013-2018,prefire,,W,15.9,24,7,1.2,4,"",,,13
caples,58,2013-2018,prefire,,W,,,,,,"",,,13
caples,59,2013-2018,prefire,,E,48,52,32,3.7,4,"",,,14
caples,59,2013-2018,prefire,,E,,,,,,"",,,14
caples,59,2013-2018,prefire,,N,,,,,,"",,,19
caples,59,2013-2018,prefire,,S,12,14,6,5.4,3,"",,,37
caples,59,2013-2018,prefire,,S,20.2,15,10,8.1,4,"",,,37
caples,59,2013-2018,prefire,,S,,,,,,"",,,37
caples,59,2013-2018,prefire,,W,,,,,,"",,,3
caples,6,2013-2018,prefire,,E,,,,,,"",,,11
caples,6,2013-2018,prefire,,N,,,,,,"",,,23
caples,6,2013-2018,prefire,,S,23,8,4,3.2,2,"",,,10
caples,6,2013-2018,prefire,,S,8,14,3,5.2,2,"",,,10
caples,6,2013-2018,prefire,,W,,,,,,"",,,8
caples,6,2019,prefire,immediate,E,,,,,,No CWD on transect,,,11
caples,6,2019,prefire,immediate,N,,,,,,No CWD on transect,,,23
caples,6,2019,prefire,immediate,S,,,,,,No CWD on transect,,,10
caples,6,2019,prefire,immediate,W,,,,,,No CWD on transect,,,8
caples,60,2013-2018,prefire,,E,,,,,,"",,,18
caples,60,2013-2018,prefire,,N,,,,,,"",,,2
caples,60,2013-2018,prefire,,S,,,,,,"",,,4
caples,60,2013-2018,prefire,,W,,,,,,"",,,16
caples,65,2013-2018,prefire,,E,17.5,18,15,1.14,2,"",,,8
caples,65,2013-2018,prefire,,N,130.1,130,100,7.05,4,"",,,11
caples,65,2013-2018,prefire,,N,20,25,20,3.4,4,"",,,11
caples,65,2013-2018,prefire,,N,23,23,17,1.35,4,"",,,11
caples,65,2013-2018,prefire,,N,32,32,3,15.9,2,"",,,11
caples,65,2013-2018,prefire,,N,65,74,60,5.2,3,"",,,11
caples,65,2013-2018,prefire,,N,72,75,40,13.93,3,"",,,11
caples,65,2013-2018,prefire,,S,13.5,24,7,6.31,1,"",,,4
caples,65,2013-2018,prefire,,W,95,121,45,33.15,3,"",,,8
caples,65,2019,prefire,immediate,E,,,,,,No CWD on transect,,,8
caples,65,2019,prefire,immediate,N,24,18,11,4.8,3,2,,,11
caples,65,2019,prefire,immediate,N,25,44,25,4.2,2,"",,,11
caples,65,2019,prefire,immediate,S,,,,,,No CWD on transect,,,4
caples,65,2019,prefire,immediate,W,67,33,37,11.7,4,"Was recorded as 117, but must be 11.7m",,,8
caples,65,2020,postfire,1yr,N,21,10,9,4.9,2,PILA,,,
caples,65,2020,postfire,1yr,N,28,36,22,3.43,3,PIJE,,,
caples,65,2020,postfire,1yr,W,71,99,53,18.4,3,CADE27,,,
caples,7,2013-2018,prefire,,E,12,8,4,5.2,2,"",,,6
caples,7,2013-2018,prefire,,E,15,12,11,1,2,"",,,6
caples,7,2013-2018,prefire,,E,17,22,12,6.1,2,"",,,6
caples,7,2013-2018,prefire,,E,18,24,15,9.4,2,"",,,6
caples,7,2013-2018,prefire,,E,20,17,10,1.2,2,"",,,6
caples,7,2013-2018,prefire,,E,25,22,21,6,2,"",,,6
caples,7,2013-2018,prefire,,N,13,4,3,1.6,3,"",,,3
caples,7,2013-2018,prefire,,N,19,43,5,12.5,2,"",,,3
caples,7,2013-2018,prefire,,N,21,22,14,2.7,2,"",,,3
caples,7,2013-2018,prefire,,N,25,5,4,13.9,3,"",,,3
caples,7,2013-2018,prefire,,N,30,35,5,12.5,2,"",,,3
caples,7,2013-2018,prefire,,N,40,53,9,7,2,"",,,3
caples,7,2013-2018,prefire,,N,50,17,6,1.9,3,"",,,3
caples,7,2013-2018,prefire,,S,11,13,9,3.2,2,"",,,5
caples,7,2013-2018,prefire,,S,15,42,3,12,2,"",,,5
caples,7,2013-2018,prefire,,S,17,16,3,9.1,2,"",,,5
caples,7,2013-2018,prefire,,S,22,18,13,9,2,"",,,5
caples,7,2013-2018,prefire,,S,26,24,20,9.6,4,"",,,5
caples,7,2013-2018,prefire,,S,30,28,8,3.7,2,"",,,5
caples,7,2013-2018,prefire,,S,32,40,32,3.1,2,"",,,5
caples,7,2013-2018,prefire,,S,36,44,11,19.1,2,"",,,5
caples,7,2013-2018,prefire,,W,12,15,10,5.8,2,"",,,3
caples,7,2013-2018,prefire,,W,19,10,7,2.9,3,"",,,3
caples,7,2013-2018,prefire,,W,21,24,3,6.4,2,"",,,3
caples,7,2013-2018,prefire,,W,80,77,75,9.5,2,"",,,3
caples,7,2019,prefire,immediate,E,3.5,14,4,9.4,1,"",,,6
caples,7,2019,prefire,immediate,N,11,38,11,2.9,2,"",,,3
caples,7,2019,prefire,immediate,N,23,26,18,18.9,1,"",,,3
caples,7,2019,prefire,immediate,N,26,34,29,5.9,2,See notes for more fuels.,,,3
caples,7,2019,prefire,immediate,S,12,12,12,1.2,2,Mostly conumed log,,,5
caples,7,2019,prefire,immediate,S,14.5,22,10,2.9,5,"",,,5
caples,7,2019,prefire,immediate,S,30,34,12,18.7,1,Mostly unburned,,,5
caples,7,2019,prefire,immediate,W,23,26,18,18.9,1,"",,,3
caples,7,2019,prefire,immediate,W,83,83,39,8.5,2,"",,,3
caples,7,2020,postfire,1yr,E,18,31,18,1.7,3,UNKNCONIFER,,,
caples,7,2020,postfire,1yr,N,20,25,18,5.4,2,CADE27,,,
caples,7,2020,postfire,1yr,N,21,26,24,9.2,3,SEENOTES,,,
caples,7,2020,postfire,1yr,N,23,19,11,1.92,2,CADE27,,,
caples,7,2020,postfire,1yr,S,19,21,16,1.1,3,UNKNCONIFER,,,
caples,7,2020,postfire,1yr,S,26,21,12,1.6,4,ABCO,,,
caples,7,2020,postfire,1yr,W,71,72,66,9,3,SEENOTES,,,
caples,75,2013-2018,prefire,,E,57.5,84,47,26.5,3,"",,,5
caples,75,2013-2018,prefire,,E,64.5,87,32,26.14,3,"",,,5
